WeekIndex	FirstDoses	SecondDoses	dataDate	FirstDosesG1	FirstDosesG2	FirstDosesG3	SecondDosesG1	SecondDosesG2	SecondDosesG3
 23	   0	   0	2022-06-11	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 23	   0	   0	2022-06-12	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-13	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-14	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-15	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-16	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-17	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-18	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 24	   0	   0	2022-06-19	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-20	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-21	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-22	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-23	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-24	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-25	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 25	   0	   0	2022-06-26	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-06-27	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-06-28	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-06-29	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-06-30	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-07-01	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-07-02	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 26	   0	   0	2022-07-03	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-04	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-05	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-06	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-07	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-08	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-09	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 27	   0	   0	2022-07-10	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-11	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-12	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-13	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-14	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-15	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-16	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 28	   0	   0	2022-07-17	  0.00000000	  0.00000000	  0.00000000	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-18	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-19	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-20	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-21	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-22	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-23	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 29	   6	   0	2022-07-24	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-25	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-26	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-27	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-28	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-29	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-30	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 30	  16	   0	2022-07-31	  0.45714286	  0.91428571	  0.91428571	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-01	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-02	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-03	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-04	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-05	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-06	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 31	   6	   0	2022-08-07	  0.17142857	  0.34285714	  0.34285714	 0.00000000	  0.00000000	  0.00000000
 32	 720	  19	2022-08-08	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-09	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-10	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-11	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-12	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-13	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 32	 720	  19	2022-08-14	 20.57142857	 41.14285714	 41.14285714	 0.54285714	  1.08571429	  1.08571429
 33	2407	  24	2022-08-15	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-16	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-17	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-18	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-19	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-20	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 33	2407	  24	2022-08-21	 68.77142857	137.54285714	137.54285714	 0.68571429	  1.37142857	  1.37142857
 34	3779	  53	2022-08-22	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-23	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-24	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-25	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-26	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-27	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 34	3779	  53	2022-08-28	107.97142857	215.94285714	215.94285714	 1.51428571	  3.02857143	  3.02857143
 35	2690	  33	2022-08-29	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-08-30	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-08-31	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-09-01	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-09-02	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-09-03	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 35	2690	  33	2022-09-04	 76.85714286	153.71428571	153.71428571	 0.94285714	  1.88571429	  1.88571429
 36	1924	 317	2022-09-05	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-06	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-07	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-08	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-09	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-10	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 36	1924	 317	2022-09-11	 54.97142857	109.94285714	109.94285714	 9.05714286	 18.11428571	 18.11428571
 37	1813	1190	2022-09-12	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-13	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-14	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-15	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-16	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-17	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 37	1813	1190	2022-09-18	 51.80000000	103.60000000	103.60000000	34.00000000	 68.00000000	 68.00000000
 38	 978	1374	2022-09-19	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-20	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-21	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-22	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-23	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-24	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 38	 978	1374	2022-09-25	 27.94285714	 55.88571429	 55.88571429	39.25714286	 78.51428571	 78.51428571
 39	 993	2190	2022-09-26	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-09-27	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-09-28	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-09-29	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-09-30	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-10-01	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 39	 993	2190	2022-10-02	 28.37142857	 56.74285714	 56.74285714	62.57142857	125.14285714	125.14285714
 40	 831	1596	2022-10-03	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-04	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-05	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-06	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-07	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-08	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 40	 831	1596	2022-10-09	 23.74285714	 47.48571429	 47.48571429	45.60000000	 91.20000000	 91.20000000
 41	 497	1329	2022-10-10	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-11	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-12	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-13	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-14	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-15	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 41	 497	1329	2022-10-16	 14.20000000	 28.40000000	 28.40000000	37.97142857	 75.94285714	 75.94285714
 42	 265	 847	2022-10-17	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-18	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-19	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-20	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-21	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-22	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 42	 265	 847	2022-10-23	  7.57142857	 15.14285714	 15.14285714	24.20000000	 48.40000000	 48.40000000
 43	 206	 515	2022-10-24	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-25	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-26	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-27	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-28	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-29	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 43	 206	 515	2022-10-30	  5.88571429	 11.77142857	 11.77142857	14.71428571	 29.42857143	 29.42857143
 44	 203	 510	2022-10-31	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-01	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-02	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-03	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-04	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-05	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 44	 203	 510	2022-11-06	  5.80000000	 11.60000000	 11.60000000	14.57142857	 29.14285714	 29.14285714
 45	 143	 430	2022-11-07	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-08	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-09	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-10	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-11	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-12	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 45	 143	 430	2022-11-13	  4.08571429	  8.17142857	  8.17142857	12.28571429	 24.57142857	 24.57142857
 46	 123	 289	2022-11-14	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-15	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-16	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-17	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-18	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-19	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 46	 123	 289	2022-11-20	  3.51428571	  7.02857143	  7.02857143	 8.25714286	 16.51428571	 16.51428571
 47	 179	 324	2022-11-21	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-22	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-23	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-24	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-25	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-26	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 47	 179	 324	2022-11-27	  5.11428571	 10.22857143	 10.22857143	 9.25714286	 18.51428571	 18.51428571
 48	 109	 131	2022-11-28	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-11-29	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-11-30	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-12-01	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-12-02	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-12-03	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 48	 109	 131	2022-12-04	  3.11428571	  6.22857143	  6.22857143	 3.74285714	  7.48571429	  7.48571429
 49	  61	 235	2022-12-05	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-06	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-07	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-08	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-09	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-10	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 49	  61	 235	2022-12-11	  1.74285714	  3.48571429	  3.48571429	 6.71428571	 13.42857143	 13.42857143
 50	  22	 119	2022-12-12	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-13	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-14	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-15	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-16	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-17	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 50	  22	 119	2022-12-18	  0.62857143	  1.25714286	  1.25714286	 3.40000000	  6.80000000	  6.80000000
 51	  13	 157	2022-12-19	  0.37142857	  0.74285714	  0.74285714	 4.48571429	  8.97142857	  8.97142857
 51	  13	 157	2022-12-20	  0.37142857	  0.74285714	  0.74285714	 4.48571429	  8.97142857	  8.97142857
 51	  13	 157	2022-12-21	  0.37142857	  0.74285714	  0.74285714	 4.48571429	  8.97142857	  8.97142857
 51	  13	 157	2022-12-22	  0.37142857	  0.74285714	  0.74285714	 4.48571429	  8.97142857	  8.97142857
